-0.026	0
-0.0236	0
-0.02121	0
-0.01882	0
-0.01642	0
-0.01403	0
-0.01163	0
-0.00924	0
-0.00685	0
-0.00446	0
-0.00207	0
3.2561E-4	0
0.00272	0
0.00511	0
0.0075	0
0.00989	0
0.01227	0
0.01466	0
0.01705	4
0.01944	0
0.02183	0
0.02421	2
0.0266	8
0.02899	14
0.03137	22
0.03376	24
0.03614	68
0.03853	110
0.04091	124
0.04329	164
0.04568	262
0.04806	334
0.05044	464
0.05282	430
0.0552	446
0.05758	452
0.05997	440
0.06235	482
0.06473	354
0.0671	458
0.06948	282
0.07186	266
0.07424	178
0.07662	152
0.079	154
0.08137	82
0.08375	62
0.08612	38
0.0885	46
0.09088	30
0.09325	8
0.09562	16
0.098	14
0.10037	4
0.10275	6
0.10512	2
0.10749	2
0.10986	0
0.11223	0
0.11461	2
0.11698	4
0.11935	4
0.12172	0
0.12409	2
0.12645	2
0.12882	4
0.13119	2
0.13356	0
0.13593	0
0.13829	2
0.14066	0
0.14303	0
0.14539	2
0.14776	0
0.15012	0
0.15249	2
0.15485	0
0.15722	0
0.15958	2
0.16194	2
0.16431	0
0.16667	0
0.16903	0
0.17139	0
0.17375	2
0.17611	4
0.17848	0
0.18084	0
0.18319	0
0.18555	0
0.18791	2
0.19027	0
0.19263	2
0.19499	0
0.19734	0
0.1997	0
0.20206	0
0.20441	2
0.20677	0
0.20913	0
0.21148	0
0.21383	2
0.21619	0
0.21854	2
0.2209	0
0.22325	0
0.2256	0
0.22795	0
0.23031	0
0.23266	0
0.23501	0
0.23736	0
0.23971	0
0.24206	2
0.24441	0
0.24676	0
0.24911	0
0.25146	0
0.25381	0
0.25615	0
0.2585	2
0.26085	0
0.26319	0
0.26554	0
0.26789	0
0.27023	2
0.27258	0
0.27492	0
0.27727	0
0.27961	0
0.28195	0
0.2843	0
0.28664	0
0.28898	0
0.29132	0
0.29367	0
0.29601	0
0.29835	2
0.30069	0
0.30303	0
0.30537	0
0.30771	0
0.31005	0
0.31239	0
0.31473	0
0.31707	0
0.3194	0
0.32174	0
0.32408	0
0.32641	0
0.32875	0
0.33109	0
0.33342	0
0.33576	0
0.33809	0
0.34043	0
0.34276	0
0.3451	0
0.34743	0
0.34976	0
0.3521	0
0.35443	0
0.35676	0
0.35909	0
0.36142	0
0.36375	0
0.36608	0
0.36841	0
0.37074	0
0.37307	0
0.3754	0
0.37773	0
0.38006	2
0.38239	0
0.38472	0
0.38704	0
0.38937	2
0.3917	0
0.39403	0
0.39635	0
0.39868	0
0.401	0
0.40333	0
0.40565	0
0.40798	0
0.4103	0
0.41263	0
0.41495	0
0.41727	0
0.41959	0
0.42192	0
0.42424	0
0.42656	0
0.42888	0
0.4312	0
0.43352	0
0.43584	0
0.43816	0
0.44048	0
0.4428	0
0.44512	0
0.44744	0
0.44976	0
0.45208	0
0.45439	0
0.45671	0
0.45903	0
0.46135	0
0.46366	0
0.46598	0
0.46829	0
0.47061	0
0.47292	0
0.47524	0
0.47755	0
0.47987	0
