0	1
0.0024	3
0.00479	1
0.00718	3
0.00958	2
0.01197	0
0.01437	1
0.01676	3
0.01915	2
0.02154	1
0.02393	6
0.02633	10
0.02872	11
0.03111	12
0.0335	26
0.03589	27
0.03827	48
0.04066	85
0.04305	123
0.04544	144
0.04783	202
0.05021	313
0.0526	374
0.05499	474
0.05737	683
0.05976	840
0.06214	1047
0.06453	1342
0.06691	1519
0.06929	1819
0.07168	2093
0.07406	2205
0.07644	2444
0.07882	2561
0.0812	2601
0.08358	2599
0.08597	2580
0.08835	2440
0.09073	2302
0.0931	2191
0.09548	2215
0.09786	1972
0.10024	1850
0.10262	1761
0.105	1676
0.10737	1451
0.10975	1526
0.11212	1345
0.1145	1245
0.11688	1343
0.11925	1123
0.12162	1106
0.124	1174
0.12637	1018
0.12875	978
0.13112	958
0.13349	863
0.13586	790
0.13823	874
0.14061	774
0.14298	708
0.14535	691
0.14772	656
0.15009	597
0.15245	596
0.15482	562
0.15719	580
0.15956	520
0.16193	551
0.16429	559
0.16666	459
0.16903	503
0.17139	466
0.17376	493
0.17612	467
0.17849	471
0.18085	441
0.18322	429
0.18558	329
0.18794	406
0.19031	386
0.19267	362
0.19503	371
0.19739	344
0.19975	393
0.20211	327
0.20448	345
0.20684	324
0.20919	325
0.21155	309
0.21391	272
0.21627	281
0.21863	267
0.22099	239
0.22334	251
0.2257	225
0.22806	240
0.23041	272
0.23277	230
0.23513	206
0.23748	177
0.23983	209
0.24219	222
0.24454	190
0.2469	203
0.24925	229
0.2516	222
0.25395	184
0.25631	193
0.25866	204
0.26101	169
0.26336	182
0.26571	171
0.26806	170
0.27041	179
0.27276	162
0.27511	156
0.27746	138
0.27981	142
0.28215	149
0.2845	134
0.28685	135
0.28919	134
0.29154	148
0.29389	115
0.29623	122
0.29858	121
0.30092	122
0.30327	134
0.30561	116
0.30795	102
0.3103	108
0.31264	108
0.31498	106
0.31732	114
0.31967	107
0.32201	92
0.32435	114
0.32669	102
0.32903	84
0.33137	92
0.33371	94
0.33605	75
0.33839	98
0.34073	63
0.34307	79
0.3454	89
0.34774	90
0.35008	74
0.35241	89
0.35475	89
0.35709	79
0.35942	80
0.36176	76
0.36409	76
0.36643	60
0.36876	66
0.3711	57
0.37343	68
0.37576	64
0.3781	72
0.38043	63
0.38276	66
0.38509	63
0.38742	56
0.38975	53
0.39208	58
0.39441	47
0.39674	49
0.39907	51
0.4014	48
0.40373	66
0.40606	39
0.40839	45
0.41072	67
0.41305	30
0.41537	40
0.4177	56
0.42003	45
0.42235	42
0.42468	49
0.427	41
0.42933	41
0.43165	46
0.43398	34
0.4363	39
0.43863	52
0.44095	45
0.44327	40
0.44559	35
0.44792	32
0.45024	46
0.45256	33
0.45488	36
0.4572	30
0.45952	33
0.46184	31
0.46416	41
0.46648	28
0.4688	38
0.47112	38
0.47344	32
0.47576	26
0.47808	31
0.48039	28
0.48271	41
0.48503	25
0.48735	34
0.48966	31
0.49198	26
0.49429	23
0.49661	22
0.49892	21
0.50124	20
0.50355	26
0.50587	26
0.50818	30
0.51049	16
0.51281	28
0.51512	19
0.51743	27
0.51974	26
0.52206	23
0.52437	37
0.52668	26
0.52899	26
0.5313	30
0.53361	18
0.53592	24
0.53823	18
0.54054	21
0.54285	22
0.54516	21
0.54746	22
